,order_id,date,customer_id,customer_name,age,gender,region,category,product,quantity,unit_price,discount_pct,payment_method,order_status,rating,year,month,day
5825,ORD05826,2022-07-03,CUST1078,Ravi,58,M,Central,Food,Spices Pack,6,134.22,5,Debit Card,Delivered,1.5,2022,7,3
5828,ORD05829,2022-03-02,CUST0082,Dev,43,M,West,Toys,RC Car,1,1483.8,20,Credit Card,Cancelled,,2022,3,2
5829,ORD05830,2022-08-09,CUST0215,Sneha,19,F,Central,Food,Rice 5kg,9,4994.69,20,Cash,Cancelled,1.9,2022,8,9
5830,ORD05831,2022-07-02,CUST0583,Suresh,63,M,West,Sports,Badminton Set,3,2813.07,20,Net Banking,Returned,3.0,2022,7,2
5832,ORD05833,2022-08-14,CUST2157,Rohan,35,M,South,Furniture,Bed Frame,7,3294.46,0,Debit Card,Cancelled,4.3,2022,8,14
5834,ORD05835,2022-11-13,CUST2436,Rahul,43,M,Central,Books,Textbook,1,3163.66,15,Debit Card,Cancelled,2.3,2022,11,13
5835,ORD05836,2022-08-02,CUST0399,Asha,52,F,South,Clothing,Kurta,8,1620.69,20,Debit Card,Delivered,3.7,2022,8,2
5836,ORD05837,2022-01-07,CUST1682,Amit,24,M,West,Food,Dal 2kg,4,4075.83,5,Cash,Returned,1.8,2022,1,7
5837,ORD05838,2022-01-16,CUST0241,Ritu,36,F,Central,Food,Dal 2kg,4,4887.0,0,Credit Card,Cancelled,4.3,2022,1,16
5842,ORD05843,2022-10-08,CUST0904,Priya,19,F,North,Books,Cookbook,3,695.18,0,Debit Card,Returned,3.7,2022,10,8
5844,ORD05845,2022-01-19,CUST0915,Sneha,64,F,East,Electronics,Headphones,2,4035.68,20,Cash,Cancelled,3.8,2022,1,19
5846,ORD05847,2022-05-11,CUST1669,Meera,52,F,West,Books,Cookbook,10,2547.9,5,Net Banking,Returned,,2022,5,11
5847,ORD05848,2022-06-17,CUST0750,Meera,59,F,North,Clothing,Kurta,10,1365.78,10,Cash,Delivered,3.4,2022,6,17
5848,ORD05849,2022-03-13,CUST0654,Nikhil,33,M,East,Books,Self-Help,6,4440.47,10,Cash,Cancelled,3.0,2022,3,13
5850,ORD05851,2022-11-25,CUST1663,Ravi,40,M,North,Furniture,Bed Frame,1,3529.57,0,Debit Card,Cancelled,2.8,2022,11,25
5851,ORD05852,2022-12-18,CUST0828,Suresh,62,M,Central,Electronics,Headphones,6,4389.84,20,Net Banking,Returned,3.7,2022,12,18
5853,ORD05854,2022-05-01,CUST1823,Vijay,63,M,West,Clothing,Saree,4,4971.02,15,Credit Card,Cancelled,4.7,2022,5,1
5855,ORD05856,2022-09-28,CUST1122,Anita,26,F,North,Electronics,Tablet,6,1940.18,5,Net Banking,Pending,2.8,2022,9,28
5859,ORD05860,2022-03-17,CUST1685,Meera,19,F,Central,Electronics,Laptop,1,900.0,0,Cash,Returned,1.5,2022,3,17
5861,ORD05862,2022-01-09,CUST0566,Vijay,26,M,East,Sports,Badminton Set,3,643.65,10,Credit Card,Cancelled,,2022,1,9
5864,ORD05865,2022-06-19,CUST0661,Vijay,65,M,East,Toys,Puzzle,10,705.47,20,Cash,Returned,3.5,2022,6,19
5865,ORD05866,2022-07-10,CUST2512,Meera,20,F,Central,Food,Cooking Oil,8,1369.41,0,UPI,Cancelled,2.1,2022,7,10
5867,ORD05868,2022-12-12,CUST2288,Ritu,65,F,East,Electronics,Headphones,6,4858.08,10,UPI,Delivered,2.1,2022,12,12
5869,ORD05870,2022-01-16,CUST1148,Suresh,27,M,North,Books,Comics,10,1530.76,5,UPI,Returned,4.1,2022,1,16
5871,ORD05872,2022-01-25,CUST0564,Kavya,18,F,South,Books,Cookbook,6,1487.32,0,Net Banking,Cancelled,4.6,2022,1,25
5872,ORD05873,2022-11-18,CUST1979,Ritu,30,F,North,Food,Rice 5kg,3,2412.53,0,Cash,Returned,3.8,2022,11,18
5873,ORD05874,2022-04-23,CUST0201,Rahul,21,M,Central,Electronics,Laptop,4,2958.62,0,Cash,Returned,,2022,4,23
5874,ORD05875,2022-12-09,CUST1907,Rahul,50,M,Central,Clothing,Kurta,9,2431.24,0,Cash,Cancelled,2.2,2022,12,9
5875,ORD05876,2022-05-23,CUST1502,Meera,41,F,South,Electronics,Laptop,7,922.11,10,Debit Card,Cancelled,4.7,2022,5,23
5876,ORD05877,2022-06-12,CUST2908,Rohan,65,M,North,Furniture,Bed Frame,2,1620.75,10,UPI,Returned,1.7,2022,6,12
5881,ORD05882,2022-05-04,CUST0504,Suresh,33,M,East,Clothing,Jacket,8,1453.21,10,Cash,Delivered,4.0,2022,5,4
5885,ORD05886,2022-12-10,CUST2589,Vijay,42,M,South,Sports,Badminton Set,5,1368.42,0,Cash,Delivered,2.1,2022,12,10
5888,ORD05889,2022-12-18,CUST1312,Suresh,53,M,Central,Clothing,Kurta,9,3725.52,20,Credit Card,Pending,4.1,2022,12,18
5890,ORD05891,2022-03-10,CUST2712,Kavya,48,F,East,Electronics,Phone,2,1099.88,5,Credit Card,Cancelled,3.0,2022,3,10
5891,ORD05892,2022-05-12,CUST2408,Kavya,46,F,South,Toys,LEGO Set,10,4129.23,15,Credit Card,Pending,,2022,5,12
5894,ORD05895,2022-02-20,CUST2203,Karan,19,M,South,Electronics,Smartwatch,6,1665.86,0,Credit Card,Cancelled,4.0,2022,2,20
5896,ORD05897,2022-03-20,CUST0811,Amit,44,M,West,Toys,Board Game,5,3214.11,15,Net Banking,Delivered,,2022,3,20
5897,ORD05898,2022-03-08,CUST2918,Kavya,60,F,East,Clothing,Kurta,8,3116.13,20,Net Banking,Delivered,3.3,2022,3,8
5899,ORD05900,2022-09-20,CUST0271,Amit,42,M,South,Furniture,Chair,6,1026.01,15,Cash,Delivered,1.9,2022,9,20
5900,ORD05901,2022-02-14,CUST1281,Suresh,18,M,Central,Electronics,Laptop,5,3387.79,5,Net Banking,Returned,1.6,2022,2,14
5903,ORD05904,2022-06-13,CUST1268,Vijay,26,M,East,Electronics,Laptop,4,3329.11,0,Debit Card,Pending,1.5,2022,6,13
5904,ORD05905,2022-04-28,CUST2419,Dev,49,M,North,Clothing,Kurta,9,553.23,5,Credit Card,Returned,,2022,4,28
5905,ORD05906,2022-11-23,CUST0735,Meera,62,F,South,Clothing,Jeans,7,85.79,5,Debit Card,Delivered,1.9,2022,11,23
5906,ORD05907,2022-11-28,CUST0008,Anita,57,F,South,Clothing,Jeans,3,309.95,20,UPI,Returned,4.5,2022,11,28
5909,ORD05910,2022-10-04,CUST1029,Sneha,48,F,North,Sports,Football,4,1005.33,10,UPI,Returned,1.1,2022,10,4
5913,ORD05914,2022-11-14,CUST0236,Asha,46,F,East,Clothing,T-Shirt,1,1121.62,10,Debit Card,Returned,2.1,2022,11,14
5915,ORD05916,2022-02-22,CUST2484,Ritu,37,F,East,Sports,Badminton Set,2,4725.61,20,Cash,Delivered,2.7,2022,2,22
5917,ORD05918,2022-07-21,CUST1264,Ravi,54,M,East,Sports,Cricket Bat,9,3871.41,0,Net Banking,Pending,4.2,2022,7,21
5918,ORD05919,2022-07-05,CUST2407,Amit,53,M,North,Food,Cooking Oil,6,1349.51,20,UPI,Pending,3.2,2022,7,5
5919,ORD05920,2022-12-31,CUST1217,Divya,48,F,North,Sports,Football,3,2846.73,5,Net Banking,Returned,3.8,2022,12,31
5923,ORD05924,2022-09-04,CUST1323,Rohan,54,M,North,Clothing,Jeans,2,2627.88,20,UPI,Cancelled,3.1,2022,9,4
5925,ORD05926,2022-05-07,CUST2514,Vijay,49,M,South,Toys,LEGO Set,9,2976.54,10,UPI,Cancelled,4.6,2022,5,7
5926,ORD05927,2022-11-17,CUST0075,Arjun,49,M,East,Books,Novel,8,3788.81,15,Net Banking,Cancelled,4.1,2022,11,17
5927,ORD05928,2022-02-24,CUST2581,Ravi,30,M,Central,Toys,Puzzle,8,4672.07,20,Debit Card,Pending,1.2,2022,2,24
5928,ORD05929,2022-09-13,CUST1999,Asha,21,F,East,Furniture,Chair,10,4435.73,0,Debit Card,Pending,1.3,2022,9,13
5931,ORD05932,2022-10-20,CUST0350,Meera,62,F,West,Food,Cooking Oil,1,1580.43,0,Net Banking,Pending,3.9,2022,10,20
5933,ORD05934,2022-06-11,CUST2748,Asha,52,F,East,Furniture,Bed Frame,4,1100.47,15,Debit Card,Pending,1.1,2022,6,11
5938,ORD05939,2022-02-01,CUST0733,Priya,55,F,East,Sports,Yoga Mat,6,2078.3,0,Net Banking,Delivered,4.5,2022,2,1
5939,ORD05940,2022-10-04,CUST1968,Ravi,56,M,Central,Sports,Football,6,3748.1,5,Net Banking,Cancelled,2.6,2022,10,4
5940,ORD05941,2022-05-07,CUST0182,Ritu,55,F,Central,Sports,Football,7,3647.24,20,UPI,Cancelled,2.4,2022,5,7
5941,ORD05942,2022-11-03,CUST0804,Ravi,58,M,South,Furniture,Bookshelf,8,1324.59,10,UPI,Pending,2.7,2022,11,3
5945,ORD05946,2022-08-30,CUST0527,Dev,50,M,West,Sports,Dumbbells,1,2172.51,15,Debit Card,Delivered,1.8,2022,8,30
5946,ORD05947,2022-04-19,CUST0780,Sneha,45,F,Central,Clothing,Jacket,3,2814.77,20,Debit Card,Returned,4.4,2022,4,19
5948,ORD05949,2022-09-06,CUST2497,Nisha,46,F,North,Electronics,Headphones,4,2673.37,20,Credit Card,Pending,3.4,2022,9,6
5949,ORD05950,2022-03-19,CUST2289,Nisha,23,F,West,Food,Biscuits,9,4060.93,0,Net Banking,Delivered,1.1,2022,3,19
5950,ORD05951,2022-04-11,CUST1214,Amit,20,M,North,Clothing,Kurta,2,1532.88,15,Credit Card,Pending,3.2,2022,4,11
5954,ORD05955,2022-06-19,CUST0239,Ritu,63,F,West,Food,Dal 2kg,10,4145.21,20,Debit Card,Returned,4.7,2022,6,19
5958,ORD05959,2022-09-13,CUST0679,Rohan,18,M,West,Food,Spices Pack,10,2350.25,0,Cash,Delivered,,2022,9,13
5959,ORD05960,2022-12-14,CUST1895,Nikhil,28,M,East,Clothing,Jacket,9,616.19,0,Net Banking,Cancelled,,2022,12,14
5960,ORD05961,2022-09-06,CUST0665,Nikhil,49,M,South,Electronics,Smartwatch,6,2681.08,10,UPI,Pending,1.4,2022,9,6
5962,ORD05963,2022-09-13,CUST0009,Nikhil,27,M,East,Clothing,Jeans,10,457.99,0,Debit Card,Pending,2.4,2022,9,13
5969,ORD05970,2022-05-16,CUST1089,Anita,43,F,North,Food,Dal 2kg,1,2859.88,10,UPI,Returned,1.2,2022,5,16
5973,ORD05974,2022-11-29,CUST2507,Ravi,54,M,South,Electronics,Laptop,1,2621.54,0,Cash,Returned,4.1,2022,11,29
5974,ORD05975,2022-10-29,CUST1519,Divya,63,F,Central,Furniture,Table,10,2280.66,10,Debit Card,Pending,2.4,2022,10,29
5975,ORD05976,2022-12-10,CUST1023,Sneha,61,F,North,Furniture,Table,5,2620.75,10,Debit Card,Cancelled,1.2,2022,12,10
5977,ORD05978,2022-08-13,CUST0621,Priya,32,F,North,Furniture,Table,1,2868.02,10,Credit Card,Returned,1.5,2022,8,13
5978,ORD05979,2022-09-10,CUST2109,Amit,37,M,Central,Toys,LEGO Set,4,736.52,5,Net Banking,Cancelled,3.2,2022,9,10
5980,ORD05981,2022-02-03,CUST0227,Rohan,35,M,South,Electronics,Tablet,4,3509.5,15,Net Banking,Pending,2.7,2022,2,3
5982,ORD05983,2022-12-13,CUST2275,Karan,47,M,North,Clothing,T-Shirt,4,896.85,0,Credit Card,Pending,,2022,12,13
5983,ORD05984,2022-08-23,CUST0621,Ravi,27,M,Central,Food,Dal 2kg,5,3811.77,15,UPI,Delivered,3.2,2022,8,23
5985,ORD05986,2022-04-18,CUST1817,Asha,40,F,North,Electronics,Tablet,5,592.56,5,Credit Card,Cancelled,3.9,2022,4,18
5986,ORD05987,2022-11-30,CUST2908,Amit,48,M,East,Food,Cooking Oil,10,3289.74,0,Debit Card,Delivered,3.8,2022,11,30
5987,ORD05988,2022-02-03,CUST0963,Ritu,48,F,East,Toys,Board Game,10,322.37,5,Debit Card,Delivered,4.5,2022,2,3
5993,ORD05994,2022-11-26,CUST0503,Pooja,23,F,West,Furniture,Bookshelf,9,2220.7,0,Net Banking,Delivered,2.2,2022,11,26
5994,ORD05995,2022-05-29,CUST2465,Karan,57,M,West,Clothing,Jacket,1,4817.9,10,Debit Card,Cancelled,1.6,2022,5,29
5995,ORD05996,2022-02-22,CUST2062,Divya,25,F,West,Sports,Yoga Mat,10,3941.4,0,Credit Card,Pending,3.2,2022,2,22
5996,ORD05997,2022-10-25,CUST1971,Suresh,20,M,South,Furniture,Bed Frame,7,1390.78,0,Debit Card,Returned,4.9,2022,10,25
5998,ORD05999,2022-07-05,CUST1545,Arjun,18,M,Central,Sports,Badminton Set,10,4595.37,20,UPI,Returned,5.0,2022,7,5
5999,ORD06000,2022-07-21,CUST2661,Rahul,40,M,East,Electronics,Phone,1,797.69,5,Credit Card,Returned,3.6,2022,7,21
6000,ORD06001,2022-09-15,CUST2262,Pooja,22,F,South,Electronics,Phone,4,3835.64,10,Credit Card,Cancelled,3.5,2022,9,15
6003,ORD06004,2022-01-26,CUST0607,Anita,45,F,Central,Books,Comics,8,3000.74,0,Net Banking,Returned,3.0,2022,1,26
6006,ORD06007,2022-12-21,CUST2680,Nikhil,24,M,South,Toys,LEGO Set,1,4910.54,15,Debit Card,Returned,,2022,12,21
6007,ORD06008,2022-12-14,CUST1125,Vijay,64,M,Central,Furniture,Table,10,3865.56,15,Debit Card,Cancelled,1.9,2022,12,14
6008,ORD06009,2022-11-21,CUST1912,Karan,61,M,Central,Clothing,T-Shirt,5,2756.81,5,Credit Card,Returned,4.3,2022,11,21
6010,ORD06011,2022-04-12,CUST2883,Arjun,51,M,North,Sports,Cricket Bat,8,4454.73,15,Net Banking,Delivered,2.0,2022,4,12
6011,ORD06012,2022-05-31,CUST0829,Priya,41,F,West,Electronics,Laptop,4,2096.12,0,Net Banking,Delivered,1.3,2022,5,31
6013,ORD06014,2022-09-15,CUST0152,Dev,24,M,Central,Sports,Dumbbells,6,1079.88,10,UPI,Returned,2.0,2022,9,15
6014,ORD06015,2022-04-20,CUST2908,Pooja,34,F,South,Clothing,Saree,4,4484.98,10,Credit Card,Delivered,1.4,2022,4,20
6015,ORD06016,2022-11-28,CUST1524,Nisha,36,F,West,Clothing,T-Shirt,1,3872.06,5,Net Banking,Delivered,2.2,2022,11,28
6016,ORD06017,2022-10-14,CUST2845,Anita,24,F,West,Clothing,Jacket,10,1642.05,20,Cash,Pending,4.3,2022,10,14
6017,ORD06018,2022-06-05,CUST0352,Anita,56,F,Central,Clothing,Saree,2,3067.52,20,Net Banking,Returned,4.2,2022,6,5
6022,ORD06023,2022-12-11,CUST0284,Vijay,39,M,West,Sports,Cricket Bat,1,2578.34,20,Cash,Cancelled,4.2,2022,12,11
6023,ORD06024,2022-06-24,CUST0723,Priya,28,F,East,Toys,Puzzle,4,4532.04,15,Credit Card,Pending,3.1,2022,6,24
6024,ORD06025,2022-11-20,CUST1088,Dev,27,M,North,Furniture,Sofa,4,512.29,5,Debit Card,Pending,3.1,2022,11,20
6025,ORD06026,2022-02-15,CUST1261,Dev,39,M,West,Food,Spices Pack,5,4893.02,5,Debit Card,Cancelled,4.3,2022,2,15
6026,ORD06027,2022-06-16,CUST2634,Arjun,50,M,North,Clothing,T-Shirt,4,4516.88,20,Debit Card,Returned,1.4,2022,6,16
6028,ORD06029,2022-08-31,CUST0299,Anita,21,F,West,Toys,RC Car,6,2163.53,15,Cash,Cancelled,2.8,2022,8,31
6030,ORD06031,2022-01-11,CUST2711,Vijay,31,M,West,Books,Novel,2,3011.77,10,Debit Card,Returned,2.5,2022,1,11
6033,ORD06034,2022-01-10,CUST1456,Vijay,31,M,East,Clothing,T-Shirt,5,1549.45,10,UPI,Pending,1.0,2022,1,10
6034,ORD06035,2022-05-17,CUST1983,Sneha,29,F,East,Toys,Doll,8,4813.88,20,Cash,Returned,3.0,2022,5,17
6037,ORD06038,2022-09-14,CUST0101,Ritu,18,F,Central,Sports,Yoga Mat,7,3878.49,20,Net Banking,Delivered,4.9,2022,9,14
6040,ORD06041,2022-05-25,CUST2895,Nisha,51,F,East,Electronics,Phone,1,2929.49,0,Net Banking,Pending,1.9,2022,5,25
6042,ORD06043,2022-12-05,CUST2443,Pooja,25,F,East,Toys,RC Car,5,3112.64,0,Credit Card,Returned,2.2,2022,12,5
6046,ORD06047,2022-01-16,CUST0973,Pooja,37,F,South,Books,Cookbook,3,846.43,20,Net Banking,Pending,3.4,2022,1,16
6047,ORD06048,2022-03-07,CUST1664,Asha,29,F,East,Food,Dal 2kg,6,894.75,20,Debit Card,Returned,1.3,2022,3,7
6048,ORD06049,2022-02-05,CUST1659,Sneha,21,F,East,Sports,Dumbbells,6,4026.61,5,Cash,Cancelled,1.1,2022,2,5
6051,ORD06052,2022-10-15,CUST1695,Dev,64,M,East,Sports,Cricket Bat,10,1307.38,10,Cash,Delivered,4.4,2022,10,15
6052,ORD06053,2022-02-21,CUST0561,Karan,61,M,North,Sports,Cricket Bat,6,2753.62,5,UPI,Pending,4.3,2022,2,21
6053,ORD06054,2022-04-06,CUST2061,Nikhil,36,M,Central,Electronics,Phone,5,1414.23,0,Net Banking,Returned,1.9,2022,4,6
6056,ORD06057,2022-04-01,CUST2073,Vijay,44,M,North,Electronics,Laptop,2,4463.54,10,UPI,Cancelled,2.4,2022,4,1
6059,ORD06060,2022-02-16,CUST2832,Arjun,31,M,North,Sports,Yoga Mat,7,4649.16,10,Credit Card,Delivered,1.4,2022,2,16
6060,ORD06061,2022-12-17,CUST0036,Dev,65,M,South,Books,Comics,10,4175.69,5,UPI,Delivered,1.2,2022,12,17
6067,ORD06068,2022-01-07,CUST2166,Arjun,55,M,South,Food,Rice 5kg,3,1287.57,5,Credit Card,Cancelled,4.0,2022,1,7
6068,ORD06069,2022-04-09,CUST2660,Ravi,47,M,West,Books,Textbook,7,4669.5,15,Cash,Pending,2.0,2022,4,9
6071,ORD06072,2022-04-26,CUST2308,Pooja,31,F,Central,Toys,Board Game,1,105.7,20,Credit Card,Returned,2.3,2022,4,26
6072,ORD06073,2022-06-18,CUST0762,Nikhil,58,M,Central,Food,Rice 5kg,7,2522.1,0,Credit Card,Cancelled,2.2,2022,6,18
6073,ORD06074,2022-12-26,CUST0186,Ravi,55,M,Central,Electronics,Laptop,1,2336.01,5,UPI,Returned,1.5,2022,12,26
6077,ORD06078,2022-09-26,CUST0754,Dev,41,M,South,Sports,Badminton Set,6,2494.49,5,Credit Card,Cancelled,3.8,2022,9,26
6078,ORD06079,2022-08-11,CUST1095,Priya,41,F,West,Books,Textbook,4,2281.57,20,UPI,Delivered,1.2,2022,8,11
6080,ORD06081,2022-06-26,CUST2579,Amit,64,M,West,Furniture,Chair,3,2492.21,15,Debit Card,Cancelled,,2022,6,26
6081,ORD06082,2022-12-15,CUST2565,Dev,31,M,North,Toys,Puzzle,9,4762.19,15,Cash,Returned,,2022,12,15
6082,ORD06083,2022-08-21,CUST2253,Meera,31,F,South,Sports,Football,7,2135.19,10,Cash,Pending,3.0,2022,8,21
6083,ORD06084,2022-07-10,CUST2428,Rahul,58,M,South,Clothing,T-Shirt,6,1716.22,10,Credit Card,Pending,4.6,2022,7,10
6084,ORD06085,2022-02-13,CUST2323,Rahul,48,M,South,Food,Rice 5kg,9,3657.36,10,Cash,Delivered,4.9,2022,2,13
6085,ORD06086,2022-01-09,CUST1366,Dev,21,M,North,Sports,Cricket Bat,9,3486.56,15,Credit Card,Returned,3.4,2022,1,9
6088,ORD06089,2022-04-26,CUST0886,Divya,23,F,Central,Sports,Yoga Mat,10,60.89,20,Cash,Cancelled,,2022,4,26
6089,ORD06090,2022-03-25,CUST2402,Ravi,28,M,South,Food,Dal 2kg,1,76.88,20,UPI,Returned,4.6,2022,3,25
6093,ORD06094,2022-07-03,CUST0752,Asha,37,F,Central,Food,Biscuits,2,670.94,20,Credit Card,Pending,4.3,2022,7,3
6094,ORD06095,2022-11-27,CUST1042,Ritu,64,F,West,Furniture,Chair,9,3096.58,15,Cash,Returned,3.1,2022,11,27
6095,ORD06096,2022-05-26,CUST2111,Amit,23,M,North,Furniture,Chair,3,4774.17,20,UPI,Delivered,2.5,2022,5,26
6096,ORD06097,2022-05-29,CUST1993,Anita,25,F,North,Furniture,Bed Frame,10,4127.83,5,UPI,Cancelled,1.5,2022,5,29
6097,ORD06098,2022-02-28,CUST0150,Nisha,24,F,East,Clothing,T-Shirt,2,4733.33,15,Cash,Delivered,2.8,2022,2,28
6098,ORD06099,2022-05-08,CUST1125,Arjun,18,M,East,Toys,Puzzle,8,3287.13,20,Cash,Returned,1.5,2022,5,8
6099,ORD06100,2022-03-25,CUST2081,Ravi,36,M,South,Clothing,T-Shirt,1,3046.49,10,Debit Card,Cancelled,,2022,3,25
6113,ORD06114,2022-11-24,CUST1024,Karan,61,M,West,Toys,RC Car,9,2946.86,20,Cash,Returned,,2022,11,24
6114,ORD06115,2022-08-22,CUST0077,Priya,42,F,Central,Furniture,Bookshelf,9,853.59,15,UPI,Cancelled,4.8,2022,8,22
6115,ORD06116,2022-05-30,CUST1561,Divya,63,F,West,Food,Cooking Oil,2,1676.22,15,UPI,Pending,3.4,2022,5,30
6118,ORD06119,2022-10-02,CUST2308,Anita,22,F,Central,Clothing,T-Shirt,6,846.63,15,Credit Card,Cancelled,4.8,2022,10,2
6121,ORD06122,2022-07-08,CUST1662,Ravi,22,M,Central,Sports,Dumbbells,4,1631.2,5,Cash,Returned,1.2,2022,7,8
6123,ORD06124,2022-04-03,CUST0488,Nisha,44,F,Central,Clothing,Jacket,5,696.11,15,UPI,Pending,3.4,2022,4,3
6125,ORD06126,2022-04-26,CUST2263,Ravi,57,M,Central,Sports,Badminton Set,2,3823.53,10,Net Banking,Returned,1.3,2022,4,26
6127,ORD06128,2022-07-25,CUST0782,Divya,55,F,East,Sports,Badminton Set,10,2569.81,20,Net Banking,Returned,3.9,2022,7,25
6128,ORD06129,2022-02-16,CUST2316,Vijay,58,M,West,Toys,RC Car,5,3129.99,15,Net Banking,Cancelled,1.4,2022,2,16
6129,ORD06130,2022-04-08,CUST1857,Priya,33,F,North,Electronics,Phone,9,2057.03,10,Debit Card,Pending,1.1,2022,4,8
6131,ORD06132,2022-02-08,CUST0190,Dev,52,M,Central,Toys,Puzzle,3,2236.81,10,Net Banking,Delivered,3.0,2022,2,8
6134,ORD06135,2022-06-27,CUST0035,Arjun,44,M,Central,Food,Spices Pack,6,1354.87,5,UPI,Returned,4.4,2022,6,27
6135,ORD06136,2022-06-11,CUST0532,Pooja,54,F,Central,Clothing,Kurta,7,2918.02,5,UPI,Cancelled,4.5,2022,6,11
6137,ORD06138,2022-05-23,CUST0138,Anita,30,F,East,Books,Textbook,6,4449.75,15,UPI,Pending,1.8,2022,5,23
6138,ORD06139,2022-10-31,CUST1684,Rohan,44,M,East,Books,Comics,4,257.19,20,Net Banking,Delivered,4.0,2022,10,31
6140,ORD06141,2022-01-30,CUST2083,Priya,48,F,Central,Furniture,Chair,4,143.82,20,UPI,Returned,3.6,2022,1,30
6142,ORD06143,2022-05-03,CUST2961,Amit,22,M,South,Sports,Dumbbells,3,757.78,5,Cash,Delivered,1.9,2022,5,3
6143,ORD06144,2022-01-05,CUST1941,Rahul,34,M,Central,Toys,LEGO Set,10,1703.78,10,UPI,Delivered,3.8,2022,1,5
6145,ORD06146,2022-10-06,CUST2887,Ritu,59,F,West,Food,Dal 2kg,3,3734.42,20,Credit Card,Delivered,4.3,2022,10,6
6146,ORD06147,2022-10-27,CUST0514,Dev,24,M,North,Sports,Football,4,2837.0,20,Debit Card,Returned,2.9,2022,10,27
6148,ORD06149,2022-02-24,CUST0513,Asha,56,F,South,Books,Self-Help,9,535.54,5,UPI,Delivered,4.6,2022,2,24
6150,ORD06151,2022-10-10,CUST0400,Amit,41,M,North,Food,Dal 2kg,9,4264.01,0,Net Banking,Cancelled,4.9,2022,10,10
6151,ORD06152,2022-04-12,CUST0554,Nisha,36,F,West,Clothing,Kurta,3,3856.24,20,UPI,Delivered,1.4,2022,4,12
6152,ORD06153,2022-02-24,CUST0090,Asha,54,F,Central,Toys,Board Game,10,3139.36,15,Cash,Returned,3.0,2022,2,24
6153,ORD06154,2022-05-22,CUST0616,Vijay,30,M,East,Sports,Football,2,3194.42,0,Debit Card,Pending,5.0,2022,5,22
6154,ORD06155,2022-12-06,CUST1856,Arjun,56,M,North,Books,Novel,10,1218.08,5,Debit Card,Pending,1.4,2022,12,6
6155,ORD06156,2022-08-19,CUST0052,Nikhil,48,M,North,Food,Rice 5kg,10,4968.98,15,UPI,Cancelled,1.9,2022,8,19
6161,ORD06162,2022-10-03,CUST2199,Vijay,51,M,East,Toys,Doll,8,170.24,0,UPI,Returned,3.7,2022,10,3
6163,ORD06164,2022-08-27,CUST2809,Dev,27,M,Central,Furniture,Sofa,1,4634.78,10,Cash,Pending,3.8,2022,8,27
6165,ORD06166,2022-11-01,CUST0696,Anita,52,F,Central,Toys,LEGO Set,9,3010.18,15,UPI,Pending,,2022,11,1
6166,ORD06167,2022-12-21,CUST0850,Dev,51,M,East,Sports,Badminton Set,6,1190.19,10,Cash,Delivered,2.4,2022,12,21
6167,ORD06168,2022-03-01,CUST2437,Divya,63,F,West,Toys,LEGO Set,2,4593.53,0,Debit Card,Pending,2.5,2022,3,1
6168,ORD06169,2022-11-10,CUST0673,Vijay,50,M,Central,Books,Textbook,5,566.27,5,Debit Card,Returned,3.8,2022,11,10
6170,ORD06171,2022-09-25,CUST1619,Rohan,60,M,East,Furniture,Table,10,3660.31,15,Net Banking,Delivered,,2022,9,25
6171,ORD06172,2022-02-21,CUST2099,Pooja,59,F,West,Sports,Badminton Set,10,526.96,0,Net Banking,Returned,2.5,2022,2,21
6174,ORD06175,2022-04-05,CUST0781,Suresh,44,M,South,Toys,Doll,3,2187.49,0,Net Banking,Cancelled,4.7,2022,4,5
6175,ORD06176,2022-02-19,CUST0417,Arjun,57,M,North,Toys,RC Car,3,284.77,15,Cash,Pending,,2022,2,19
6180,ORD06181,2022-11-20,CUST2806,Meera,41,F,East,Furniture,Table,6,1867.11,15,Net Banking,Delivered,4.2,2022,11,20
6181,ORD06182,2022-05-22,CUST2394,Ritu,25,F,South,Toys,Doll,4,1047.79,20,Credit Card,Cancelled,2.7,2022,5,22
6182,ORD06183,2022-12-17,CUST1047,Amit,23,M,South,Books,Textbook,10,743.93,20,UPI,Delivered,,2022,12,17
6183,ORD06184,2022-11-23,CUST2882,Priya,63,F,Central,Toys,Puzzle,8,478.58,0,Net Banking,Returned,2.5,2022,11,23
6184,ORD06185,2022-03-11,CUST2399,Arjun,23,M,North,Toys,LEGO Set,1,2553.03,20,Credit Card,Delivered,1.7,2022,3,11
6185,ORD06186,2022-05-24,CUST1504,Arjun,56,M,Central,Sports,Dumbbells,5,353.35,20,Debit Card,Cancelled,2.1,2022,5,24
6186,ORD06187,2022-07-02,CUST2148,Ritu,29,F,East,Sports,Dumbbells,9,3746.38,20,UPI,Pending,3.2,2022,7,2
6188,ORD06189,2022-07-27,CUST2114,Nisha,37,F,Central,Electronics,Phone,3,3614.43,10,Cash,Returned,3.6,2022,7,27
6190,ORD06191,2022-12-23,CUST1563,Rohan,59,M,East,Electronics,Smartwatch,1,3176.27,15,UPI,Returned,3.0,2022,12,23
6191,ORD06192,2022-11-13,CUST2251,Vijay,56,M,South,Toys,Board Game,4,981.1,15,Credit Card,Delivered,1.8,2022,11,13
6192,ORD06193,2022-11-02,CUST0826,Ritu,47,F,South,Toys,Board Game,9,311.17,20,Credit Card,Returned,2.6,2022,11,2
